1885    1 11.1000                         
1885    2 11.2000                         
1885    3 11.3000                         
1885    4 11.0000                         
1885    5 10.9000                         
1885    6 10.6000                         
1885    7 10.3000                         
1885    8 10.4000                         
1885    9 10.1000                         
1885   10 9.90000                         
1885   11 9.40000                         
1885   12 9.30000                         
1886    1 9.20000                         
1886    2 9.10000                         
1886    3 9.10000                         
1886    4 9.20000                         
1886    5 9.20000                         
1886    6 9.20000                         
1886    7 9.50000                         
1886    8 9.40000                         
1886    9 9.30000                         
1886   10 9.30000                         
1886   11 9.20000                         
1886   12 9.40000                         
1887    1 9.50000                         
1887    2 9.50000                         
1887    3 10.0000                         
1887    4 10.6000                         
1887    5 11.0000                         
1887    6 11.1000                         
1887    7 10.6000                         
1887    8 9.80000                         
1887    9 9.80000                         
1887   10 9.50000                         
1887   11 10.2000                         
1887   12 10.6000                         
1888    1 10.5000                         
1888    2 10.6000                         
1888    3 10.1000                         
1888    4 9.80000                         
1888    5 10.0000                         
1888    6 10.2000                         
1888    7 10.6000                         
1888    8 11.0000                         
1888    9 10.4000                         
1888   10 9.90000                         
1888   11 9.90000                         
1888   12 9.80000                         
1889    1 9.90000                         
1889    2 10.0000                         
1889    3 10.2000                         
1889    4 10.6000                         
1889    5 11.1000                         
1889    6 11.1000                         
1889    7 11.2000                         
1889    8 11.4000                         
1889    9 11.3000                         
1889   10 10.6000                         
1889   11 10.3000                         
1889   12 10.2000                         
1890    1 10.6000                         
1890    2 11.2000                         
1890    3 11.4000                         
1890    4 11.7000                         
1890    5 12.2000                         
1890    6 12.2000                         
1890    7 12.2000                         
1890    8 11.8000                         
1890    9 10.6000                         
1890   10 10.3000                         
1890   11 9.60000                         
1890   12 9.30000                         
1891    1 9.40000                         
1891    2 9.10000                         
1891    3 9.00000                         
1891    4 8.90000                         
1891    5 8.90000                         
1891    6 8.60000                         
1891    7 8.20000                         
1891    8 8.00000                         
1891    9 8.60000                         
1891   10 8.50000                         
1891   11 8.20000                         
1891   12 8.00000                         
1892    1 7.50000                         
1892    2 7.20000                         
1892    3 6.90000                         
1892    4 7.00000                         
1892    5 7.30000                         
1892    6 7.60000                         
1892    7 7.30000                         
1892    8 7.20000                         
1892    9 7.30000                         
1892   10 8.10000                         
1892   11 9.20000                         
1892   12 9.80000                         
1893    1 9.70000                         
1893    2 9.20000                         
1893    3 9.00000                         
1893    4 8.10000                         
1893    5 7.80000                         
1893    6 7.90000                         
1893    7 8.10000                         
1893    8 7.60000                         
1893    9 8.20000                         
1893   10 8.30000                         
1893   11 8.20000                         
1893   12 7.90000                         
1894    1 8.10000                         
1894    2 7.90000                         
1894    3 7.60000                         
1894    4 7.60000                         
1894    5 7.20000                         
1894    6 7.30000                         
1894    7 7.10000                         
1894    8 6.90000                         
1894    9 6.80000                         
1894   10 6.00000                         
1894   11 5.80000                         
1894   12 5.70000                         
1895    1 5.70000                         
1895    2 5.60000                         
1895    3 6.10000                         
1895    4 6.70000                         
1895    5 7.00000                         
1895    6 7.20000                         
1895    7 7.10000                         
1895    8 7.60000                         
1895    9 8.40000                         
1895   10 9.00000                         
1895   11 8.60000                         
1895   12 8.40000                         
1896    1 8.30000                         
1896    2 8.00000                         
1896    3 7.80000                         
1896    4 8.00000                         
1896    5 8.20000                         
1896    6 7.60000                         
1896    7 7.30000                         
1896    8 8.10000                         
1896    9 8.60000                         
1896   10 8.00000                         
1896   11 7.90000                         
1896   12 7.30000                         
1897    1 7.30000                         
1897    2 7.20000                         
1897    3 7.30000                         
1897    4 7.40000                         
1897    5 7.70000                         
1897    6 7.80000                         
1897    7 7.90000                         
1897    8 8.00000                         
1897    9 7.10000                         
1897   10 6.30000                         
1897   11 5.90000                         
1897   12 5.90000                         
1898    1 5.90000                         
1898    2 6.20000                         
1898    3 6.20000                         
1898    4 6.30000                         
1898    5 6.40000                         
1898    6 6.50000                         
1898    7 6.20000                         
1898    8 5.90000                         
1898    9 5.60000                         
1898   10 5.40000                         
1898   11 5.40000                         
1898   12 5.80000                         
1899    1 6.10000                         
1899    2 6.50000                         
1899    3 6.40000                         
1899    4 6.20000                         
1899    5 6.20000                         
1899    6 6.20000                         
1899    7 6.20000                         
1899    8 6.20000                         
1899    9 6.50000                         
1899   10 7.30000                         
1899   11 7.60000                         
1899   12 7.70000                         
1900    1 7.80000                         
1900    2 8.80000                         
1900    3 9.80000                         
1900    4 9.80000                         
1900    5 9.60000                         
1900    6 9.20000                         
1900    7 10.1000                         
1900    8 9.80000                         
1900    9 10.6000                         
1900   10 10.2000                         
1900   11 9.90000                         
1900   12 10.1000                         
1901    1 10.3000                         
1901    2 9.50000                         
1901    3 8.60000                         
1901    4 8.40000                         
1901    5 8.20000                         
1901    6 8.50000                         
1901    7 8.50000                         
1901    8 8.20000                         
1901    9 8.40000                         
1901   10 8.40000                         
1901   11 8.00000                         
1901   12 8.40000                         
1902    1 8.30000                         
1902    2 8.60000                         
1902    3 9.10000                         
1902    4 9.40000                         
1902    5 9.60000                         
1902    6 9.30000                         
1902    7 9.20000                         
1902    8 9.00000                         
1902    9 9.00000                         
1902   10 8.80000                         
1902   11 8.40000                         
1902   12 8.60000                         
1903    1 9.00000                         
1903    2 9.60000                         
1903    3 10.1000                         
1903    4 10.4000                         
1903    5 11.5000                         
1903    6 12.4000                         
1903    7 12.7000                         
1903    8 12.8000                         
1903    9 12.0000                         
1903   10 9.90000                         
1903   11 11.2000                         
1903   12 12.8000                         
1904    1 14.4000                         
1904    2 14.9000                         
1904    3 15.6000                         
1904    4 14.4000                         
1904    5 13.5000                         
1904    6 11.6000                         
1904    7 10.9000                         
1904    8 10.8000                         
1904    9 11.0000                         
1904   10 10.3000                         
1904   11 10.0000                         
1904   12 7.90000                         
1905    1 7.20000                         
1905    2 7.80000                         
1905    3 8.00000                         
1905    4 7.90000                         
1905    5 8.30000                         
1905    6 9.00000                         
1905    7 11.0000                         
1905    8 10.9000                         
1905    9 10.8000                         
1905   10 10.4000                         
1905   11 11.4000                         
1905   12 12.1000                         
1906    1 11.8000                         
1906    2 11.1000                         
1906    3 11.4000                         
1906    4 11.7000                         
1906    5 11.9000                         
1906    6 11.1000                         
1906    7 10.9000                         
1906    8 10.3000                         
1906    9 9.80000                         
1906   10 10.9000                         
1906   11 10.8000                         
1906   12 10.7000                         
1907    1 10.9000                         
1907    2 11.0000                         
1907    3 11.2000                         
1907    4 11.1000                         
1907    5 12.0000                         
1907    6 13.0000                         
1907    7 13.1000                         
1907    8 13.3000                         
1907    9 12.6000                         
1907   10 11.5000                         
1907   11 11.0000                         
1907   12 11.9000                         
1908    1 11.7000                         
1908    2 11.5000                         
1908    3 11.0000                         
1908    4 10.2000                         
1908    5 10.9000                         
1908    6 11.6000                         
1908    7 11.0000                         
1908    8 10.3000                         
1908    9 9.40000                         
1908   10 9.30000                         
1908   11 9.40000                         
1908   12 9.20000                         
1909    1 9.70000                         
1909    2 9.80000                         
1909    3 9.80000                         
1909    4 10.5000                         
1909    5 11.3000                         
1909    6 11.5000                         
1909    7 12.6000                         
1909    8 12.8000                         
1909    9 13.0000                         
1909   10 14.0000                         
1909   11 14.8000                         
1909   12 15.2000                         
1910    1 14.9000                         
1910    2 14.8000                         
1910    3 15.0000                         
1910    4 15.1000                         
1910    5 15.4000                         
1910    6 15.1000                         
1910    7 15.7000                         
1910    8 16.3000                         
1910    9 14.0000                         
1910   10 14.5000                         
1910   11 14.8000                         
1910   12 15.1000                         
1911    1 14.9000                         
1911    2 14.3000                         
1911    3 14.5000                         
1911    4 14.9000                         
1911    5 15.8000                         
1911    6 15.5000                         
1911    7 14.0000                         
1911    8 12.5000                         
1911    9 11.3000                         
1911   10 9.60000                         
1911   11 9.40000                         
1911   12 9.40000                         
1912    1 9.60000                         
1912    2 10.3000                         
1912    3 10.6000                         
1912    4 11.6000                         
1912    5 11.6000                         
1912    6 11.6000                         
1912    7 12.6000                         
1912    8 12.0000                         
1912    9 11.7000                         
1912   10 11.1000                         
1912   11 12.4000                         
1912   12 13.0000                         
1913    1 13.1000                         
1913    2 12.8000                         
1913    3 12.6000                         
1913    4 12.3000                         
1913    5 12.0000                         
1913    6 12.2000                         
1913    7 12.3000                         
1913    8 12.1000                         
1913    9 13.4000                         
1913   10 14.1000                         
1913   11 13.7000                         
1913   12 13.0000                         
1914    1 12.7000                         
1914    2 12.8000                         
1914    3 13.3000                         
1914    4 13.2000                         
1914    5 13.4000                         
1914    6 13.5000                         
1914    7 13.2000                         
1914    8 11.0000                         
1914    9 8.70000                         
1914   10 7.30000                         
1914   11 7.70000                         
1914   12 7.50000                         
1915    1 8.30000                         
1915    2 8.50000                         
1915    3 9.00000                         
1915    4 10.2000                         
1915    5 9.80000                         
1915    6 9.70000                         
1915    7 9.20000                         
1915    8 9.40000                         
1915    9 10.8000                         
1915   10 12.4000                         
1915   11 11.9000                         
1915   12 12.3000                         
1916    1 12.3000                         
1916    2 11.7000                         
1916    3 11.9000                         
1916    4 12.0000                         
1916    5 12.9000                         
1916    6 13.0000                         
1916    7 13.0000                         
1916    8 14.6000                         
1916    9 15.8000                         
1916   10 18.0000                         
1916   11 19.9000                         
1916   12 18.3000                         
1917    1 17.6000                         
1917    2 15.9000                         
1917    3 18.5000                         
1917    4 20.4000                         
1917    5 20.7000                         
1917    6 25.3000                         
1917    7 26.3000                         
1917    8 25.5000                         
1917    9 23.0000                         
1917   10 28.0000                         
1917   11 29.8000                         
1917   12 30.7000                         
1918    1 32.3000                         
1918    2 31.8000                         
1918    3 33.7000                         
1918    4 31.8000                         
1918    5 27.6000                         
1918    6 30.4000                         
1918    7 31.5000                         
1918    8 33.9000                         
1918    9 35.1000                         
1918   10 32.4000                         
1918   11 29.7000                         
1918   12 30.2000                         
1919    1 29.1000                         
1919    2 26.3000                         
1919    3 27.7000                         
1919    4 28.8000                         
1919    5 30.6000                         
1919    6 33.0000                         
1919    7 35.3000                         
1919    8 32.1000                         
1919    9 30.6000                         
1919   10 35.0000                         
1919   11 39.4000                         
1919   12 39.2000                         
1920    1 39.3000                         
1920    2 38.8000                         
1920    3 41.2000                         
1920    4 42.3000                         
1920    5 41.2000                         
1920    6 39.3000                         
1920    7 41.2000                         
1920    8 36.2000                         
1920    9 30.1000                         
1920   10 22.7000                         
1920   11 18.8000                         
1920   12 15.7000                         
1921    1 16.6000                         
1921    2 13.4000                         
1921    3 11.7000                         
1921    4 12.1000                         
1921    5 12.8000                         
1921    6 12.0000                         
1921    7 12.4000                         
1921    8 13.8000                         
1921    9 20.0000                         
1921   10 19.6000                         
1921   11 18.0000                         
1921   12 18.3000                         
1922    1 17.9000                         
1922    2 17.9000                         
1922    3 18.3000                         
1922    4 18.1000                         
1922    5 20.8000                         
1922    6 22.1000                         
1922    7 22.3000                         
1922    8 21.9000                         
1922    9 21.4000                         
1922   10 22.7000                         
1922   11 25.6000                         
1922   12 25.6000                         
1923    1 27.6000                         
1923    2 28.6000                         
1923    3 30.6000                         
1923    4 28.9000                         
1923    5 27.2000                         
1923    6 28.5000                         
1923    7 26.3000                         
1923    8 25.2000                         
1923    9 29.1000                         
1923   10 30.1000                         
1923   11 34.7000                         
1923   12 35.9000                         
1924    1 34.2000                         
1924    2 31.9000                         
1924    3 28.4000                         
1924    4 30.3000                         
1924    5 31.5000                         
1924    6 30.0000                         
1924    7 32.1000                         
1924    8 29.0000                         
1924    9 24.2000                         
1924   10 24.5000                         
1924   11 24.2000                         
1924   12 23.8000                         
1925    1 24.0000                         
1925    2 24.7000                         
1925    3 25.6000                         
1925    4 24.5000                         
1925    5 23.4000                         
1925    6 24.1000                         
1925    7 24.7000                         
1925    8 23.7000                         
1925    9 23.8000                         
1925   10 21.8000                         
1925   11 20.9000                         
1925   12 20.1000                         
1926    1 20.8000                         
1926    2 20.6000                         
1926    3 19.4000                         
1926    4 19.1000                         
1926    5 18.9000                         
1926    6 18.5000                         
1926    7 18.7000                         
1926    8 18.6000                         
1926    9 17.0000                         
1926   10 13.1000                         
1926   11 12.9000                         
1926   12 12.7000                         
1927    1 13.4000                         
1927    2 14.1000                         
1927    3 14.3000                         
1927    4 14.8000                         
1927    5 16.0000                         
1927    6 16.8000                         
1927    7 18.0000                         
1927    8 20.0000                         
1927    9 21.9000                         
1927   10 21.0000                         
1927   11 20.2000                         
1927   12 19.6000                         
1928    1 19.1000                         
1928    2 18.4000                         
1928    3 19.4000                         
1928    4 20.6000                         
1928    5 21.6000                         
1928    6 21.5000                         
1928    7 21.7000                         
1928    8 19.3000                         
1928    9 18.6000                         
1928   10 19.6000                         
1928   11 19.9000                         
1928   12 20.5000                         
1929    1 20.2000                         
1929    2 20.2000                         
1929    3 21.2000                         
1929    4 20.1000                         
1929    5 19.5000                         
1929    6 18.8000                         
1929    7 18.6000                         
1929    8 18.7000                         
1929    9 18.9000                         
1929   10 18.6000                         
1929   11 17.5000                         
1929   12 17.3000                         
1930    1 17.3000                         
1930    2 15.7000                         
1930    3 15.1000                         
1930    4 16.3000                         
1930    5 16.4000                         
1930    6 14.5000                         
1930    7 13.2000                         
1930    8 12.1000                         
1930    9 10.9000                         
1930   10 10.7000                         
1930   11 11.0000                         
1930   12 10.1000                         
1931    1 10.2000                         
1931    2 11.0000                         
1931    3 10.9000                         
1931    4 10.2000                         
1931    5 9.30000                         
1931    6 9.00000                         
1931    7 9.30000                         
1931    8 7.20000                         
1931    9 6.50000                         
1931   10 6.40000                         
1931   11 6.50000                         
1931   12 6.30000                         
1932    1 6.60000                         
1932    2 6.80000                         
1932    3 6.80000                         
1932    4 6.20000                         
1932    5 5.90000                         
1932    6 5.30000                         
1932    7 5.80000                         
1932    8 7.40000                         
1932    9 7.70000                         
1932   10 6.60000                         
1932   11 6.20000                         
1932   12 5.90000                         
1933    1 6.20000                         
1933    2 6.10000                         
1933    3 7.00000                         
1933    4 6.90000                         
1933    5 8.60000                         
1933    6 9.60000                         
1933    7 10.8000                         
1933    8 9.60000                         
1933    9 9.70000                         
1933   10 9.70000                         
1933   11 10.0000                         
1933   12 10.2000                         
1934    1 11.3000                         
1934    2 12.3000                         
1934    3 12.3000                         
1934    4 11.9000                         
1934    5 11.4000                         
1934    6 12.3000                         
1934    7 12.9000                         
1934    8 13.4000                         
1934    9 13.1000                         
1934   10 12.5000                         
1934   11 12.6000                         
1934   12 12.7000                         
1935    1 12.7000                         
1935    2 12.6000                         
1935    3 11.5000                         
1935    4 11.7000                         
1935    5 12.3000                         
1935    6 11.9000                         
1935    7 12.2000                         
1935    8 11.5000                         
1935    9 10.8000                         
1935   10 11.2000                         
1935   11 12.0000                         
1935   12 12.1000                         
1936    1 11.9000                         
1936    2 11.6000                         
1936    3 11.4000                         
1936    4 11.7000                         
1936    5 11.7000                         
1936    6 12.0000                         
1936    7 13.2000                         
1936    8 12.3000                         
1936    9 12.3000                         
1936   10 12.3000                         
1936   11 12.2000                         
1936   12 12.8000                         
1937    1 13.0000                         
1937    2 13.1000                         
1937    3 14.5000                         
1937    4 14.3000                         
1937    5 13.3000                         
1937    6 12.7000                         
1937    7 12.4000                         
1937    8 10.3000                         
1937    9 9.00000                         
1937   10 8.40000                         
1937   11 8.00000                         
1937   12 8.30000                         
1938    1 8.60000                         
1938    2 8.90000                         
1938    3 8.90000                         
1938    4 8.80000                         
1938    5 8.40000                         
1938    6 8.40000                         
1938    7 8.90000                         
1938    8 8.40000                         
1938    9 8.10000                         
1938   10 8.60000                         
1938   11 9.10000                         
1938   12 8.70000                         
1939    1 8.90000                         
1939    2 9.00000                         
1939    3 9.00000                         
1939    4 8.80000                         
1939    5 9.60000                         
1939    6 9.90000                         
1939    7 9.70000                         
1939    8 9.40000                         
1939    9 9.30000                         
1939   10 9.30000                         
1939   11 9.80000                         
1939   12 11.0000                         
1940    1 11.1000                         
1940    2 11.1000                         
1940    3 10.9000                         
1940    4 10.9000                         
1940    5 10.2000                         
1940    6 10.7000                         
1940    7 10.4000                         
1940    8 9.80000                         
1940    9 9.70000                         
1940   10 9.60000                         
1940   11 10.0000                         
1940   12 10.2000                         
1941    1 10.4000                         
1941    2 10.7000                         
1941    3 10.8000                         
1941    4 11.3000                         
1941    5 12.9000                         
1941    6 14.4000                         
1941    7 16.4000                         
1941    8 16.8000                         
1941    9 17.7000                         
1941   10 17.1000                         
1941   11 17.0000                         
1941   12 17.9000                         
1942    1 19.9000                         
1942    2 20.0000                         
1942    3 20.3000                         
1942    4 21.0000                         
1942    5 20.9000                         
1942    6 19.9000                         
1942    7 20.3000                         
1942    8 19.5000                         
1942    9 19.6000                         
1942   10 19.7000                         
1942   11 20.2000                         
1942   12 20.5000                         
1943    1 21.3000                         
1943    2 21.6000                         
1943    3 22.0000                         
1943    4 22.0000                         
1943    5 22.0000                         
1943    6 21.9000                         
1943    7 21.5000                         
1943    8 21.1000                         
1943    9 21.2000                         
1943   10 21.0000                         
1943   11 20.4000                         
1943   12 20.3000                         
1944    1 20.7000                         
1944    2 21.3000                         
1944    3 21.7000                         
1944    4 21.7000                         
1944    5 21.6000                         
1944    6 22.4000                         
1944    7 22.4000                         
1944    8 22.0000                         
1944    9 22.2000                         
1944   10 22.3000                         
1944   11 22.1000                         
1944   12 22.3000                         
1945    1 22.4000                         
1945    2 22.3000                         
1945    3 22.4000                         
1945    4 22.8000                         
1945    5 23.3000                         
1945    6 23.4000                         
1945    7 23.3000                         
1945    8 23.1000                         
1945    9 23.2000                         
1945   10 23.8000                         
1945   11 24.7000                         
1945   12 25.2000                         
